,Food Name,Protein,Fat,Carbs,Sugar,Calories,cluster
2765,"Mixed dried fruit, for use in muesli bar recipes",3.3,0.6,5.8,5.5,40.349999999999994,green
2766,"Mixed fruit, pear & peach, canned in pear juice, drained or undrained",0.5,0.0,1.0,8.5,5.75,green
2767,"Mixed fruit platter, not further defined",0.8,0.2,1.0,8.7,8.75,green
2768,"Mulberry, raw",2.2,0.2,4.3,4.3,26.725,green
2769,"Nectarine, yellow, peeled, raw",1.2,0.1,8.3,8.3,36.825,green
2770,"Nectarine, yellow, unpeeled, raw",1.2,0.1,0.8,0.8,8.7,green
2771,"Nectarine, white, peeled or unpeeled, raw",1.2,0.1,0.8,0.8,8.7,green
2772,"Nectarine, stewed, sugar sweetened, no added fat",1.1,0.1,19.4,19.4,78.05,green
2773,"Orange, peeled, raw, not further defined",0.1,0.1,0.8,0.8,4.3,green
2774,"Orange, peeled, stewed, no added fat",1.1,0.1,0.9,0.9,8.675,green
2775,"Orange, navel (all varieties), peeled, raw",0.1,0.1,8.4,8.4,32.8,green
2776,"Orange, valencia, peeled, raw",0.1,0.1,7.7,7.7,30.175,green
2777,"Passionfruit, raw",0.3,0.3,5.7,5.7,25.275,green
2778,"Passionfruit, pulp, canned",0.3,0.3,5.7,5.7,25.275,green
2779,"Pawpaw (papaya), orange flesh, peeled, raw",0.4,0.1,6.9,6.9,28.375,green
2780,"Peach, yellow, peeled, raw",0.1,0.1,9.2,8.8,35.8,green
2781,"Peach, yellow, unpeeled, raw",0.8,0.1,7.8,7.4,33.35,green
2782,"Peach, white, peeled, raw",1.1,0.1,8.8,8.4,38.3,green
2783,"Peach, white, unpeeled, raw",0.9,0.1,7.1,6.8,31.125,green
2784,"Peach, peeled, raw, not further defined",0.1,0.1,9.1,8.7,35.425,green
2785,"Peach, unpeeled, raw, not further defined",0.9,0.1,7.6,7.2,33.0,green
2786,"Peach, stewed, sugar sweetened, no added fat",0.9,0.1,19.5,19.2,77.625,green
2787,"Peach, canned in pear juice",0.6,0.0,9.5,8.3,38.025,green
2788,"Peach, canned in pear juice, drained",0.8,0.1,9.4,8.2,39.35,green
2789,"Peach, canned in light syrup",0.6,0.0,12.6,12.3,49.65,green
2790,"Peach, canned in light syrup, drained",0.8,0.0,11.8,11.5,47.45,green
2791,"Peach, canned in syrup",0.6,0.0,12.4,12.1,48.9,green
2792,"Peach, canned in syrup, drained",0.7,0.0,11.8,11.5,47.05,green
2793,"Peach, canned in intense sweetened liquid",0.5,0.0,5.6,5.5,23.0,green
2794,"Peach, canned in intense sweetened liquid, drained",0.7,0.0,5.5,5.4,23.425,green
2795,"Peach, canned in pear juice, juice only",0.4,0.0,9.6,8.5,37.6,green
2796,"Peach, canned in light syrup, syrup only",0.3,0.0,13.7,13.3,52.575,green
2797,"Peach, canned in syrup, syrup only",0.3,0.0,13.5,13.2,51.825,green
2798,"Peach, canned in intense sweetened liquid, liquid only",0.2,0.0,5.7,5.6,22.175,green
2799,"Peach, canned, not further defined",0.7,0.0,9.8,9.3,39.55,green
2800,"Pear, green, peeled, raw",0.3,0.0,13.1,9.9,50.325,green
2801,"Pear, green, unpeeled, raw",0.3,0.0,1.3,9.7,6.075,green
2802,"Pear, brown, peeled, raw",0.3,0.0,14.6,10.7,55.95,green
2803,"Pear, brown, unpeeled, raw",0.3,0.0,14.3,10.4,54.825,green
2804,"Pear, packhams triumph, unpeeled, raw",0.3,0.0,13.1,9.6,50.325,green
2805,"Pear, william bartlett, unpeeled, raw",0.3,0.0,11.8,0.9,45.45,green
2806,"Pear, peeled, raw, not further defined",0.3,0.0,13.3,1.0,51.075,green
2807,"Pear, unpeeled, raw, not further defined",0.3,0.0,13.2,9.8,50.7,green
2808,"Pear, raw, not further defined",0.3,0.0,13.2,9.8,50.7,green
2809,"Pear, canned in pear juice",0.5,0.0,10.6,8.7,41.75,green
2810,"Pear, canned in pear juice, drained",0.6,0.0,10.3,8.6,41.025,green
2811,"Pear, canned in light syrup",0.3,0.0,14.9,13.7,57.075,green
2812,"Pear, canned in light syrup, drained",0.4,0.0,14.2,13.2,54.85,green
2813,"Pear, canned in syrup",0.4,0.0,15.8,14.1,60.85,green
2814,"Pear, canned in syrup, drained",0.6,0.0,15.3,13.7,59.775,green
2815,"Pear, canned in intense sweetened liquid",0.3,0.0,6.4,4.9,25.2,green
2816,"Pear, canned in intense sweetened liquid, drained",0.3,0.0,6.3,4.9,24.825,green
2817,"Pear, canned in pear juice, juice only",0.2,0.0,1.1,8.8,4.925,green
2818,"Pear, canned in light syrup, syrup only",0.2,0.0,15.8,14.5,60.05,green
2819,"Pear, canned in sugar syrup, syrup only",0.2,0.0,16.5,14.7,62.675,green
2820,"Pear, canned in intense sweetened liquid, liquid only",0.2,0.0,6.5,0.5,25.175,green
2821,"Pear, canned, not further defined",0.4,0.0,11.7,10.2,45.475,green
2822,"Pear, stewed, sugar sweetened, no added fat",0.3,0.0,23.6,20.6,89.7,green
2823,"Pear, nashi, peeled or unpeeled, raw",0.4,0.1,11.1,10.6,44.125,green
2824,"Pepino, peeled, raw",0.6,0.1,4.8,4.8,21.3,green
2825,"Persimmon, peeled, raw",0.6,0.2,16.1,16.1,64.575,green
2826,"Pineapple (cayenne), peeled, raw",0.6,0.2,8.2,8.2,34.949999999999996,green
2827,"Pineapple, fresh, cooked in light syrup, drained",0.2,0.4,10.4,10.4,43.4,green
2828,"Pineapple, canned in pineapple juice",0.5,0.6,1.2,1.2,11.899999999999999,green
2829,"Pineapple, canned in pineapple juice, drained",0.5,0.1,10.5,10.5,42.275,green
2830,"Pineapple, canned in syrup",0.3,0.6,19.8,19.8,80.85,green
2831,"Pineapple, canned in syrup, drained",0.2,0.3,19.4,19.4,76.25,green
2832,"Pineapple, canned in pineapple juice, juice only",0.3,0.0,10.6,10.6,40.95,green
2833,"Pineapple, canned in syrup, syrup only",0.3,0.0,2.2,2.2,9.45,green
2834,"Plum, unpeeled, raw",0.6,0.1,7.1,6.5,29.925,green
2835,"Plum, stewed, sugar sweetened, no added fat",0.6,0.1,18.4,17.8,72.3,green
2836,"Plum, dark, canned in syrup",0.3,0.1,21.6,21.1,83.1,green
2837,"Plum, dark, canned in syrup, drained",0.4,0.1,21.8,2.1,84.25,green
2838,"Plum, dark, canned in syrup, syrup only",0.2,0.0,21.3,21.2,80.675,green
2839,"Pome fruit, raw, not further defined",0.3,0.1,12.7,11.5,49.725,green
2840,"Pomegranate, peeled, raw",1.9,0.2,13.5,13.5,60.025,green
2841,"Prickly pear, peeled, raw",0.4,0.3,8.8,8.8,37.3,green
2842,Prune (dried plum),2.3,0.4,43.9,3.1,177.425,green
2843,"Quince, peeled, cooked, sweetened",0.5,0.2,1.6,1.6,9.8,green
2844,Raisin,3.3,0.5,68.7,66.9,275.325,yellow
2845,"Rambutan, raw",0.1,0.4,15.7,15.7,62.875,green
2846,"Raspberry, raw",1.1,0.2,6.8,6.5,31.7,green
2847,"Raspberry, purchased frozen",1.1,0.2,6.8,6.5,31.7,green
2848,"Raspberry, canned in syrup",0.6,0.1,1.7,16.8,9.675,green
2849,"Raspberry, canned in syrup, drained",0.1,0.2,16.2,15.9,62.95,green
2850,"Raspberry, canned in syrup, syrup only",0.2,0.0,17.5,17.5,66.425,green
2851,"Rhubarb, stalk, raw",1.5,0.2,1.7,1.7,14.175,green
2852,"Rhubarb, stewed, sugar sweetened, no added fat",1.4,0.2,1.3,1.3,12.274999999999999,green
2853,"Stone fruit, peeled or unpeeled, raw, not further defined",0.9,0.1,0.8,7.6,7.5,green
2854,"Strawberry, raw",0.7,0.2,3.9,3.8,19.225,green
2855,"Strawberry, purchased frozen",0.7,0.2,3.9,3.8,19.225,green
2856,"Strawberry, canned in syrup",0.5,0.2,18.9,18.7,74.675,green
2857,"Strawberry, canned in syrup, drained",0.9,0.1,18.7,18.5,74.625,green
2858,"Strawberry, canned in syrup, syrup only",0.1,0.2,1.9,18.8,9.325,green
2859,"Strawberry, chocolate coated",0.3,11.8,24.2,22.5,198.15,green
2860,Sultana,2.8,0.9,7.5,73.2,47.425,green
2861,"Tamarind, paste, pure, raw",2.8,0.6,57.4,57.4,231.85,yellow
2862,"Tamarillo, peeled, raw",0.2,0.1,3.4,3.4,14.45,green
2863,"Tropical fruit, other, raw",0.8,0.3,4.4,4.4,22.4,green
2864,"Tropical fruit, dried",1.6,0.4,60.5,6.0,236.875,yellow
2865,"Wax jambu, raw",0.7,0.2,4.5,4.5,21.475,green
2866,"Fruit, puree or stewed, infant",0.5,0.1,13.6,11.2,53.9,green
2867,"Cheese fruit, raw",0.8,0.3,9.8,0.7,42.65,green
2868,"Flower, rosella (native)",0.5,0.0,0.0,0.0,2.0,green
2869,"Fruit, wild harvested, raw",2.4,0.2,13.4,13.4,61.65,green
2870,"Lime, native, fruit",0.1,2.7,0.4,0.4,26.2,green
2871,"Nutgrass (nut grass), peeled, raw",3.5,1.1,45.1,1.1,193.025,green
2872,Pandanus kernel,25.9,46.8,12.5,3.1,571.675,yellow
2873,"Plum, davidson (native), flesh",0.1,0.2,14.3,3.9,55.825,green
2874,"Quandong, fruit, flesh",2.5,0.0,8.1,8.1,40.375,green
2875,"Saltbush, ruby, fruit",5.7,0.4,1.1,1.1,30.525000000000002,green
2876,"Plum, salted",3.7,0.0,44.9,33.6,183.175,green
2877,"Wattle seed (acacia), ground",20.3,6.1,10.5,0.0,175.475,green
2878,"Baked beans, canned in BBQ sauce, regular",4.9,0.3,10.1,2.1,60.175,green
2879,"Baked beans, canned in tomato sauce, regular",4.9,0.3,10.1,2.1,60.175,green
2880,"Baked beans, canned in tomato sauce, reduced salt",4.9,0.3,11.3,3.4,64.675,green
2881,"Baked beans, all flavours (except tomato sauce), reduced salt",4.9,0.3,11.3,3.4,64.675,green
2882,"Baked beans, canned in tomato & cheese sauce, regular",4.9,0.6,11.3,3.6,67.375,green
2883,"Baked beans, canned in tomato sauce, with sausages, regular",5.8,2.9,8.8,1.9,82.3,green
2884,"Baked beans, canned, not further defined",4.9,0.5,10.2,2.3,62.35,green
2885,"Bean, cannellini, canned, drained",6.2,0.6,12.2,2.1,75.95,green
2886,"Bean, haricot, dried",21.9,2.2,34.8,3.5,237.89999999999998,yellow
2887,"Bean, haricot, dried, boiled, microwaved or steamed, drained",8.2,0.7,12.6,4.7,86.35,green
2888,"Bean, lima, dried",21.4,1.7,40.6,3.7,253.14999999999998,yellow
2889,"Bean, lima, dried, boiled, microwaved or steamed, drained",6.4,0.3,10.2,0.6,66.55,green
2890,"Bean, mixed, canned, drained",6.4,0.4,13.8,2.5,80.95,green
2891,"Bean, red kidney, dried",22.5,1.8,35.6,3.4,239.7,yellow
2892,"Bean, red kidney, dried, boiled, microwaved or steamed, drained",7.9,0.5,9.1,0.6,70.225,green
2893,"Bean, red, kidney, canned, drained",6.6,0.6,1.4,2.4,37.05,green
2894,"Bean, soya, dried",31.3,20.2,12.5,6.7,353.875,yellow
2895,"Bean, soya, dried, boiled, microwaved or steamed, drained",13.5,7.7,1.4,1.4,128.55,green
2896,"Bean, soya, canned, drained",8.6,5.5,1.9,1.9,91.025,green
2897,"Bean, refried, canned",5.5,1.3,10.6,0.2,73.45,green
2898,"Chickpea, dried, boiled, microwaved or steamed, drained",6.3,2.1,13.3,0.6,93.975,green
2899,"Chickpea, canned, drained",6.3,2.1,13.3,0.6,93.975,green
2900,"Legumes, mixed, for use in homemade soup recipes",6.5,0.9,12.5,1.4,80.975,green
2901,"Lentil, dried",24.7,0.2,51.2,2.2,292.6,yellow
2902,"Lentil, dried, cooked",6.8,0.4,10.3,0.5,69.425,green
2903,"Lentil, green or brown, dried",24.2,0.2,48.8,2.2,281.6,yellow
2904,"Lentil, green or brown, cooked",1.0,0.8,20.2,0.9,86.95,green
2905,"Lentil, red, dried",25.3,0.2,53.6,2.2,304.0,yellow
2906,"Lentil, red, cooked",7.7,0.6,16.4,0.7,97.69999999999999,green
2907,"Pea, split, dried",2.3,0.2,50.5,2.5,200.375,green
2908,"Pea, split, dried, boiled, microwaved or steamed, drained",6.6,0.4,9.1,2.9,64.125,green
2909,"Beef, for use in kebabs, cooked",24.2,25.9,8.7,0.3,362.525,yellow
2910,"Beef, all cuts, separable fat, raw",12.1,61.4,0.0,0.0,601.0,yellow
2911,"Beef, all cuts, separable fat, grilled or roasted without fat",15.3,55.6,0.0,0.0,561.6,yellow
2912,"Beef, BBQ/grill/fry cuts, fully-trimmed, raw",22.4,4.5,0.0,0.0,130.1,green
2913,"Beef, BBQ/grill/fry cuts, fully-trimmed, BBQ'd, grilled or fried, no added fat",31.1,5.3,0.0,0.0,172.1,green
2914,"Beef, BBQ/grill/fry cuts, semi-trimmed, raw",21.9,0.7,0.0,0.0,93.89999999999999,green
2915,"Beef, BBQ/grill/fry cuts, semi-trimmed, BBQ'd, grilled or fried, no added fat",30.3,7.8,0.0,0.0,191.4,green
2916,"Beef, blade steak, untrimmed, raw",2.1,9.5,0.0,0.0,93.9,green
2917,"Beef, blade steak, separable fat, raw",12.1,61.4,0.0,0.0,601.0,yellow
2918,"Beef, blade steak, separable fat, grilled or BBQ'd, no added fat",15.3,55.6,0.0,0.0,561.6,yellow
2919,"Beef, blade steak, separable lean, raw",22.2,2.6,0.0,0.0,112.2,green
2920,"Beef, blade steak, separable lean, grilled or BBQ'd, no added fat",31.9,2.9,0.0,0.0,153.7,green
2921,"Beef, blade steak, fully-trimmed, raw",21.9,4.4,0.0,0.0,127.19999999999999,green
2922,"Beef, blade steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",31.6,0.4,0.0,0.0,130.0,green
2923,"Beef, blade steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",26.2,7.7,0.0,0.0,174.1,green
2924,"Beef, blade steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat",27.4,5.5,0.0,0.0,159.1,green
2925,"Beef, blade steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined",26.8,7.8,0.0,0.0,177.4,green
2926,"Beef, blade steak, semi-trimmed, raw",21.6,6.2,0.0,0.0,142.20000000000002,green
2927,"Beef, blade steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",3.1,5.8,0.0,0.0,64.6,green
2928,"Beef, blade steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",25.8,9.9,0.0,0.0,192.3,green
2929,"Beef, blade steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",30.5,7.4,0.0,0.0,188.60000000000002,green
2930,"Beef, blade steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",25.1,13.7,0.0,0.0,223.7,yellow
2931,"Beef, blade steak, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat",2.6,12.9,0.0,0.0,126.50000000000001,green
2932,"Beef, casserole cuts, fully-trimmed, raw",21.7,4.9,0.0,0.0,130.9,green
2933,"Beef, casserole cuts, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat",25.1,6.2,0.0,0.0,156.20000000000002,green
2934,"Beef, casserole cuts, untrimmed, raw",2.1,8.6,0.0,0.0,85.8,green
2935,"Beef, casserole cuts, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without fat",2.6,11.9,0.0,0.0,117.50000000000001,green
2936,"Beef, chuck steak, separable fat, raw",12.1,61.4,0.0,0.0,601.0,yellow
2937,"Beef, chuck steak, separable fat, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat",15.3,55.6,0.0,0.0,561.6,yellow
2938,"Beef, chuck steak, separable lean, raw",2.3,3.4,0.0,0.0,39.8,green
2939,"Beef, chuck steak, separable lean, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat",3.3,10.6,0.0,0.0,108.6,green
2940,"Beef, chuck steak, fully-trimmed, raw",22.2,7.5,0.0,0.0,156.3,green
2941,"Beef, chuck steak, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",27.1,9.1,0.0,0.0,190.3,green
2942,"Beef, chuck steak, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined",26.6,11.3,0.0,0.0,208.10000000000002,green
2943,"Beef, chuck steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat",2.2,8.4,0.0,0.0,84.4,green
2944,"Beef, chuck steak, untrimmed, raw",21.7,10.5,0.0,0.0,181.3,green
2945,"Beef, chuck steak, untrimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat",30.9,15.9,0.0,0.0,266.7,yellow
2946,"Beef, diced, separable lean, raw",27.9,2.7,0.0,0.0,135.9,green
2947,"Beef, diced, separable lean, fried or stir-fried, no added fat",32.1,2.9,0.0,0.0,154.5,green
2948,"Beef, diced, fully-trimmed, raw",27.8,3.1,0.0,0.0,139.1,green
2949,"Beef, diced, fully-trimmed, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat",32.1,2.9,0.0,0.0,154.5,green
2950,"Beef, diced, fully-trimmed, baked, roasted, fried or stir-fried, grilled or BBQ'd, fat not further defined",33.2,6.1,0.0,0.0,187.70000000000002,green
2951,"Beef, diced, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat",34.7,3.9,0.0,0.0,173.9,green
2952,"Beef, diced, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined",3.4,6.3,0.0,0.0,70.3,green
2953,"Beef, diced, untrimmed, raw",27.6,3.9,0.0,0.0,145.5,green
2954,"Beef, diced, untrimmed, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat",31.8,3.7,0.0,0.0,160.5,green
2955,"Beef, eye fillet, separable lean, raw",22.2,5.2,0.0,0.0,135.6,green
2956,"Beef, eye fillet, separable lean, baked, roasted, fried, grilled or BBQ'd, no added fat",31.9,5.5,0.0,0.0,177.1,green
2957,"Beef, fillet steak, separable lean, raw",22.2,5.2,0.0,0.0,135.6,green
2958,"Beef, fillet steak, separable lean, grilled or BBQ'd, no added fat",31.9,5.5,0.0,0.0,177.1,green
2959,"Beef, fillet steak, fully-trimmed, raw",2.2,6.3,0.0,0.0,65.5,green
2960,"Beef, fillet steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",31.9,5.5,0.0,0.0,177.1,green
2961,"Beef, fillet steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine",26.6,8.2,0.0,0.0,180.2,green
2962,"Beef, fillet steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil",26.5,8.7,0.0,0.0,184.3,green
2963,"Beef, fillet steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil",26.3,1.0,0.0,0.0,114.2,green
2964,"Beef, fillet steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil",26.3,1.0,0.0,0.0,114.2,green
2965,"Beef, fillet steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",26.3,1.0,0.0,0.0,114.2,green
2966,"Beef, fillet steak, untrimmed, raw",21.5,9.3,0.0,0.0,169.7,green
2967,"Beef, fillet steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",30.8,8.8,0.0,0.0,202.4,green
2968,"Beef, fillet steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",25.6,13.6,0.0,0.0,224.8,yellow
2969,"Beef, kebab, marinated, baked, roasted, fried, grilled or BBQ'd, fat not further defined",23.5,1.0,4.5,3.8,119.875,green
2970,"Beef, loin (fillet, sirloin, scotch fillet, T-bone), separable fat, raw",12.1,61.4,0.0,0.0,601.0,yellow
2971,"Beef, loin (fillet, sirloin, scotch fillet, T-bone), separable fat, grilled or BBQ'd, no added fat",15.3,55.6,0.0,0.0,561.6,yellow
2972,"Beef, mince, <5% fat, raw",22.9,4.1,0.0,0.0,128.5,green
2973,"Beef, mince, <5% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat",32.3,8.1,0.0,0.0,202.09999999999997,green
2974,"Beef, mince, <5% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, canola oil",31.7,9.9,0.0,0.0,215.9,yellow
2975,"Beef, mince, <5% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, olive oil",31.7,9.9,0.0,0.0,215.9,yellow
2976,"Beef, mince, <5% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, other oil",31.7,9.9,0.0,0.0,215.9,yellow
2977,"Beef, mince, <5% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, fat not further defined",31.7,9.9,0.0,0.0,215.9,yellow
2978,"Beef, mince, <5% fat, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat",28.6,5.1,0.0,0.0,160.3,green
2979,"Beef, mince, <5% fat, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined",28.1,7.5,0.0,0.0,179.9,green
2980,"Beef, mince, ~5-10% fat, raw",22.4,8.9,0.0,0.0,169.7,green
2981,"Beef, mince, ~5-10% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat",29.5,16.4,0.0,0.0,265.6,yellow
2982,"Beef, mince, ~5-10% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, canola oil",28.9,18.1,0.0,0.0,278.5,yellow
2983,"Beef, mince, ~5-10% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, olive oil",28.9,18.1,0.0,0.0,278.5,yellow
2984,"Beef, mince, ~5-10% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, other oil",28.9,18.1,0.0,0.0,278.5,yellow
2985,"Beef, mince, ~5-10% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, fat not further defined",28.9,1.8,0.0,0.0,131.79999999999998,green
2986,"Beef, mince, ~5-10% fat, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat",2.8,11.1,0.0,0.0,111.1,green
2987,"Beef, mince, ~5-10% fat, boiled, casseroled, microwaved, poached, steamed, or stewed, fat not further defined",27.4,13.4,0.0,0.0,230.2,yellow
2988,"Beef, mince, >10% fat, raw",22.5,10.4,0.0,0.0,183.60000000000002,green
2989,"Beef, mince, >10% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat",30.3,18.1,0.0,0.0,284.1,yellow
2990,"Beef, mince, >10% fat, baked, roasted, fried or stir-fried, grilled or BBQ'd, fat not further defined",29.7,19.7,0.0,0.0,296.09999999999997,yellow
2991,"Beef, mince, raw, not further defined",22.7,6.2,0.0,0.0,146.6,green
2992,"Beef, mince, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat",30.7,8.3,0.0,0.0,197.5,green
2993,"Beef, mince, baked, roasted, fried or stir-fried, grilled or BBQ'd, fat not further defined",3.0,10.8,0.0,0.0,109.2,green
2994,"Beef, mince, boiled, casseroled, microwaved, steamed or stewed, with or without added fat",28.1,8.8,0.0,0.0,191.60000000000002,green
2995,"Beef, rib cutlet or roast, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",28.3,0.7,0.0,0.0,119.5,green
2996,"Beef, rib cutlet or roast, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",25.9,6.8,0.0,0.0,164.79999999999998,green
2997,"Beef, rib cutlet or roast, semi-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat",27.7,13.6,0.0,0.0,233.2,yellow
2998,"Beef, rib, baked, roasted, fried, grilled or BBQ'd, with or without added fat",33.4,16.9,1.2,0.8,290.2,yellow
2999,"Beef, roasting cuts, fully-trimmed, raw",21.6,3.7,0.0,0.0,119.70000000000002,green
3000,"Beef, roasting cuts, fully-trimmed, baked or roasted, no added fat",31.9,3.3,0.0,0.0,157.29999999999998,green
3001,"Beef, roasting cuts, semi-trimmed, raw",21.4,5.3,0.0,0.0,133.29999999999998,green
3002,"Beef, roasting cuts, semi-trimmed, baked or roasted, no added fat",31.5,4.6,0.0,0.0,167.4,green
3003,"Beef, roasting cuts, untrimmed, raw",21.1,6.8,0.0,0.0,145.6,green
3004,"Beef, roasting cuts, untrimmed, baked or roasted, no added fat",25.7,8.3,0.0,0.0,177.5,green
3005,"Beef, round medallion, separable lean, raw",2.1,1.7,0.0,0.0,23.7,green
3006,"Beef, round medallion, separable lean, grilled or BBQ'd, no added fat",31.8,0.2,0.0,0.0,129.0,green
3007,"Beef, round steak, separable fat, raw",12.1,61.4,0.0,0.0,601.0,yellow
3008,"Beef, round steak, separable fat, grilled or BBQ'd, no added fat",15.3,55.6,0.0,0.0,561.6,yellow
3009,"Beef, round steak, separable lean, raw",2.1,1.7,0.0,0.0,23.7,green
3010,"Beef, round steak, separable lean, grilled or BBQ'd, no added fat",31.8,0.2,0.0,0.0,129.0,green
3011,"Beef, round steak, fully-trimmed, raw",20.8,2.8,0.0,0.0,108.4,green
3012,"Beef, round steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",31.6,2.5,0.0,0.0,148.9,green
3013,"Beef, round steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil",24.9,5.8,0.0,0.0,151.79999999999998,green
3014,"Beef, round steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil",24.9,5.8,0.0,0.0,151.79999999999998,green
3015,"Beef, round steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil",24.9,5.8,0.0,0.0,151.79999999999998,green
3016,"Beef, round steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",24.9,5.7,0.0,0.0,150.9,green
3017,"Beef, round steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat",25.8,4.7,0.0,0.0,145.5,green
3018,"Beef, round steak, semi-trimmed, raw",20.5,4.7,0.0,0.0,124.30000000000001,green
3019,"Beef, round steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",31.4,3.3,0.0,0.0,155.29999999999998,green
3020,"Beef, round steak, untrimmed, raw",20.4,0.6,0.0,0.0,87.0,green
3021,"Beef, round steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",3.1,4.6,0.0,0.0,53.8,green
3022,"Beef, round steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined",24.3,9.6,0.0,0.0,183.6,green
3023,"Beef, rump medallion, separable lean, raw",20.4,2.8,0.0,0.0,106.8,green
3024,"Beef, rump medallion, separable lean, grilled or BBQ'd, no added fat",3.2,4.5,0.0,0.0,53.3,green
3025,"Beef, rump steak, separable fat, raw",12.1,61.4,0.0,0.0,601.0,yellow
3026,"Beef, rump steak, separable fat, grilled or BBQ'd, no added fat",15.3,55.6,0.0,0.0,561.6,yellow
3027,"Beef, rump steak, separable lean, raw",20.4,2.8,0.0,0.0,106.8,green
3028,"Beef, rump steak, separable lean, grilled or BBQ'd, no added fat",3.2,4.5,0.0,0.0,53.3,green
3029,"Beef, rump steak, fully-trimmed, raw",20.2,4.6,0.0,0.0,122.19999999999999,green
3030,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",31.7,5.5,0.0,0.0,176.3,green
3031,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine",24.1,7.4,0.0,0.0,163.0,green
3032,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil",24.1,7.9,0.0,0.0,167.5,green
3033,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil",24.1,7.9,0.0,0.0,167.5,green
3034,"Beef, rump steak, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil",24.1,7.9,0.0,0.0,167.5,green
